Time,OverallLevel
9.102222055,71.82508762
9.195101872,69.20874474
9.287981689,69.70312885
9.380861506,70.49070693
9.473741323,71.81274274
9.56662114,68.05751272
9.659500957,66.66144046
9.752380773,65.21340228
9.84526059,67.62723465
9.938140407,66.11049093
10.03102022,65.81506658
10.12390004,65.55652853
10.21677986,65.13058149
10.30965967,65.14713288
10.40253949,65.14604769
10.49541931,67.7882185
10.58829913,66.63985431
10.68117894,67.53470384
10.77405876,68.62330691
10.86693858,69.07414451
10.95981839,67.69339824
11.05269821,66.72239418
11.14557803,68.15367109
11.23845784,67.01593802
11.33133766,66.44421863
11.42421748,67.51682142
11.51709729,66.72820194
11.60997711,67.74083065
11.70285693,66.90456041
11.79573674,66.08983526
11.88861656,67.10701895
11.98149638,67.04781383
12.0743762,67.41766282
12.16725601,67.55420915
12.26013583,68.79990873
12.35301565,69.85055909
12.44589546,85.26358042
12.53877528,69.63635911
12.6316551,69.45473524
12.72453491,68.05846801
12.81741473,68.77268363
12.91029455,68.5294248
13.00317436,68.91794794
13.09605418,66.74830449
13.188934,65.98750725
13.28181382,66.24403482
13.37469363,64.9778282
13.46757345,65.3394278
13.56045327,65.30583092
13.65333308,65.92664748
13.7462129,65.8149738
13.83909272,66.60123195
13.93197253,64.46096655
14.02485235,64.36125633
14.11773217,66.35937835
14.21061198,64.61338709
14.3034918,63.5008576
14.39637162,64.86585097
14.48925143,66.11183583
14.58213125,69.81684626
14.67501107,75.23625591
14.76789089,73.14664882
14.8607707,67.500011
14.95365052,63.5736677
15.04653034,66.25623197
15.13941015,67.54352587
15.23228997,66.24392076
15.32516979,65.31546561
15.4180496,66.9750217
15.51092942,65.15863544
15.60380924,67.11678458
15.69668905,66.47400033
15.78956887,66.02762221
15.88244869,65.89687393
15.97532851,68.08436359
16.06820832,70.78418858
16.16108814,74.88525773
16.25396796,70.09929447
16.34684777,72.10358066
16.43972759,73.96846126
16.53260741,77.51480522
16.62548722,70.68444125
16.71836704,78.55029067
16.81124686,80.78834607
16.90412667,73.04319423
16.99700649,70.16147011
17.08988631,72.25857475
17.18276612,69.37004618
17.27564594,68.45187785
17.36852576,71.25020707
17.46140558,72.92838202
17.55428539,71.97900462
17.64716521,64.60075118
17.74004503,63.4420565
17.83292484,64.17307697
17.92580466,63.83401297
18.01868448,63.28709958
18.11156429,62.2429702
18.20444411,62.44344243
18.29732393,61.88952433
18.39020374,62.51883252
18.48308356,61.99790153
18.57596338,61.82413387
18.66884319,61.89896729
18.76172301,61.97764856
18.85460283,61.55553667
18.94748265,62.43167518
19.04036246,60.82963703
19.13324228,62.94010898
19.2261221,59.49334824
19.31900191,59.75518796
19.41188173,60.60192528
19.50476155,60.66207189
19.59764136,59.81199362
19.69052118,61.07931335
19.783401,60.96454258
19.87628081,59.61395727
19.96916063,61.13807749
20.06204045,62.23357711
20.15492027,62.35625025
20.24780008,66.4598012
20.3406799,68.69928091
20.43355972,62.80358811
20.52643953,60.84479466
20.61931935,61.88252826
20.71219917,59.75210534
20.80507898,60.87999174
20.8979588,60.68850589
20.99083862,61.23904128
21.08371843,67.13270121
21.17659825,64.23751919
21.26947807,62.53371652
21.36235788,62.31468449
21.4552377,61.76016307
21.54811752,61.53293136
21.64099734,63.38858063
21.73387715,62.27296867
21.82675697,70.76549609
21.91963679,62.9767877
22.0125166,63.85282096
22.10539642,65.81041166
22.19827624,64.12811028
22.29115605,61.99130737
22.38403587,62.74028958
22.47691569,63.21721711
22.5697955,63.74545511
22.66267532,63.23789447
22.75555514,62.57790223
22.84843495,63.8062891
22.94131477,66.02488299
23.03419459,75.25686094
23.12707441,65.00955681
23.21995422,64.73959389
23.31283404,67.24045202
23.40571386,65.57205877
23.49859367,64.92092692
23.59147349,65.82620577
23.68435331,67.29383279
23.77723312,66.02951766
23.87011294,67.43320613
23.96299276,67.89430182
24.05587257,67.7205591
24.14875239,67.2184046
24.24163221,68.11952233
24.33451203,67.86519222
24.42739184,68.08983855
24.52027166,67.99641133
24.61315148,68.73212665
24.70603129,67.99548986
24.79891111,69.2169782
24.89179093,71.56938197
24.98467074,68.68881917
25.07755056,68.55887956
25.17043038,68.71738679
25.26331019,67.96092438
25.35619001,69.1703728
25.44906983,68.10113058
25.54194964,69.71738874
25.63482946,71.67893846
25.72770928,68.22877011
25.8205891,68.7611915
25.91346891,67.94958825
26.00634873,70.76876159
26.09922855,69.09915232
26.19210836,69.52609099
26.28498818,68.45690179
26.377868,68.42046551
26.47074781,68.50990075
26.56362763,69.33530888
26.65650745,68.57963954
26.74938726,71.97071279
26.84226708,68.67510785
26.9351469,68.32039944
27.02802671,69.93320547
27.12090653,69.39460222
27.21378635,71.13383312
27.30666617,70.45829531
27.39954598,70.22024458
27.4924258,69.80351971
27.58530562,69.8842137
27.67818543,69.92133616
27.77106525,69.57501971
27.86394507,68.48403887
27.95682488,65.80352135
28.0497047,66.40763685
28.14258452,64.63271948
28.23546433,65.99648402
28.32834415,70.9503682
28.42122397,65.83787218
28.51410379,67.05903292
28.6069836,69.52466076
28.69986342,66.32882025
28.79274324,67.25332
28.88562305,64.98812673
28.97850287,65.24524846
29.07138269,64.66611567
29.1642625,65.27344924
29.25714232,63.68505534
29.35002214,63.45263476
29.44290195,63.52901531
29.53578177,63.00687001
29.62866159,63.82938937
29.7215414,62.7506159
29.81442122,64.36488407
29.90730104,66.10696251
30.00018086,65.66129343
30.09306067,70.79633733
30.18594049,63.20957591
30.27882031,63.33601587
30.37170012,63.58704568
30.46457994,63.00553837
30.55745976,62.50719558
30.65033957,62.52556064
30.74321939,63.90753322
30.83609921,63.33401488
30.92897902,63.64220651
31.02185884,65.48232749
31.11473866,64.65553733
31.20761847,65.11245225
31.30049829,65.02492091
31.39337811,64.58267275
31.48625793,64.04071693
31.57913774,64.20528737
31.67201756,65.41100127
31.76489738,71.77830255
31.85777719,74.64678437
31.95065701,74.52752686
32.04353683,72.74309119
32.13641664,73.16637201
32.22929646,66.45196499
32.32217628,65.81555508
32.41505609,66.57020343
32.50793591,69.53977752
32.60081573,66.27089851
32.69369555,71.57638048
32.78657536,73.11036904
32.87945518,73.12177232
32.972335,67.81223812
33.06521481,67.16615495
33.15809463,65.99154327
33.25097445,65.80735271
33.34385426,67.32620865
33.43673408,71.88041012
33.5296139,67.19640089
33.62249371,73.11450681
33.71537353,72.35375154
33.80825335,72.39097145
33.90113316,68.44319802
33.99401298,69.39781182
34.0868928,69.18789069
34.17977262,70.71478206
34.27265243,70.47790744
34.36553225,67.15146292
34.45841207,69.026882
34.55129188,68.6941325
34.6441717,67.45638187
34.73705152,65.5778997
34.82993133,64.81002936
34.92281115,69.83167482
35.01569097,65.91985013
35.10857078,70.43542
35.2014506,65.72801664
35.29433042,70.55395207
35.38721023,67.39045006
35.48009005,65.98308575
35.57296987,65.43464333
35.66584969,65.92103102
35.7587295,66.83756604
35.85160932,65.87223618
35.94448914,63.14237572
36.03736895,65.00703895
36.13024877,63.95185663
36.22312859,64.90349014
36.3160084,64.09977822
36.40888822,65.18516698
36.50176804,67.32179392
36.59464785,65.64784832
36.68752767,66.25976545
36.78040749,66.57433651
36.87328731,65.12594378
36.96616712,68.12812472
37.05904694,69.19078362
37.15192676,64.00340593
37.24480657,66.25365511
37.33768639,66.10256624
37.43056621,65.66458713
37.52344602,66.6517133
37.61632584,65.55043434
37.70920566,66.32005664
37.80208547,66.4757344
37.89496529,65.6098874
37.98784511,66.86148825
38.08072492,65.76434164
38.17360474,65.77053821
38.26648456,67.70527367
38.35936438,65.14293501
38.45224419,67.05569725
38.54512401,67.00810989
38.63800383,66.52189236
38.73088364,66.59272815
38.82376346,66.72111869
38.91664328,65.63959056
39.00952309,65.62180732
39.10240291,65.26840003
39.19528273,66.95544772
39.28816254,67.42250259
39.38104236,65.56315331
39.47392218,65.23337483
39.566802,65.44315718
39.65968181,65.34109579
39.75256163,66.20907992
39.84544145,64.16352259
39.93832126,65.51760384
40.03120108,64.85433743
40.1240809,66.3869104
40.21696071,65.8206005
40.30984053,66.79100807
40.40272035,66.7518628
40.49560016,66.48984138
40.58847998,65.00606966
40.6813598,64.29454042
40.77423961,64.10204518
40.86711943,65.75933498
40.95999925,66.0457323
41.05287907,68.19267009
41.14575888,67.64810816
41.2386387,68.77222696
41.33151852,75.80814493
41.42439833,71.94517369
41.51727815,67.82650009
41.61015797,69.25258933
41.70303778,67.48466597
41.7959176,69.38789106
41.88879742,67.87014044
41.98167723,68.72943546
42.07455705,67.51396507
42.16743687,67.91061104
42.26031668,67.85500274
42.3531965,70.3686259
42.44607632,68.16246194
42.53895614,67.65109442
42.63183595,68.02421755
42.72471577,70.72021019
42.81759559,66.87522464
42.9104754,71.3543815
43.00335522,70.5881254
43.09623504,68.93948373
43.18911485,67.60137825
43.28199467,70.92725854
43.37487449,66.91627488
43.4677543,66.84928822
43.56063412,66.3767141
43.65351394,65.89412653
43.74639376,71.47534158
43.83927357,66.609451
43.93215339,68.50008445
44.02503321,69.1067348
44.11791302,67.65623745
44.21079284,68.05759353
44.30367266,67.37117993
44.39655247,69.44841448
44.48943229,70.88170146
44.58231211,71.54862879
44.67519192,72.33889844
44.76807174,68.59745371
44.86095156,68.91220516
44.95383137,69.62829074
45.04671119,69.79608346
45.13959101,71.27119954
45.23247083,71.58049027
45.32535064,68.01399268
45.41823046,71.86314039
45.51111028,69.6330781
45.60399009,74.7690085
45.69686991,72.53975771
45.78974973,72.71451028
45.88262954,65.05913704
45.97550936,67.32721106
46.06838918,66.16371105
46.16126899,66.40444044
46.25414881,68.6247021
46.34702863,67.4546951
46.43990844,64.27530261
46.53278826,64.10998726
46.62566808,64.72624888
46.7185479,63.77306209
46.81142771,63.42751677
46.90430753,66.1012144
46.99718735,63.98966441
47.09006716,65.23577087
47.18294698,71.78570717
47.2758268,69.20703466
47.36870661,66.27844009
47.46158643,71.55299349
47.55446625,68.00594229
47.64734606,68.15311346
47.74022588,66.6440897
47.8331057,65.74429193
47.92598552,64.78161571
48.01886533,63.00831604
48.11174515,63.56839371
48.20462497,63.02700712
48.29750478,64.09243556
48.3903846,61.41823197
48.48326442,65.30969216
48.57614423,61.76180112
48.66902405,65.40718434
48.76190387,62.51327916
48.85478368,65.1625986
48.9476635,63.33878612
49.04054332,63.38184213
49.13342313,63.88386093
49.22630295,64.21836626
49.31918277,63.30390531
49.41206259,63.35300732
49.5049424,63.62906344
49.59782222,62.16934756
49.69070204,65.04332538
49.78358185,64.89736466
49.87646167,64.11793492
49.96934149,68.25137343
50.0622213,65.41078926
50.15510112,65.32431218
50.24798094,68.5070961
50.34086075,67.00059472
50.43374057,65.47323987
50.52662039,67.33427431
50.6195002,65.36342589
50.71238002,65.20491919
50.80525984,64.24972526
50.89813966,68.47433778
50.99101947,69.57035088
51.08389929,65.37698298
51.17677911,71.04267472
51.26965892,64.90624755
51.36253874,65.89179657
51.45541856,63.38696058
51.54829837,63.15494116
51.64117819,64.31488793
51.73405801,63.65212658
51.82693782,62.4486519
51.91981764,63.51255337
52.01269746,62.6187252
52.10557728,60.83126957
52.19845709,63.08561204
52.29133691,63.7523141
52.38421673,63.75771452
52.47709654,64.46497793
52.56997636,67.99267548
52.66285618,69.26660404
52.75573599,70.3071999
52.84861581,71.03482398
52.94149563,68.65868413
53.03437544,70.27913087
53.12725526,69.58220662
53.22013508,68.55769488
53.31301489,69.59090768
53.40589471,69.99704972
53.49877453,69.36521977
53.59165435,66.95142594
53.68453416,67.14458131
53.77741398,66.41660717
53.8702938,65.57488999
53.96317361,66.15750522
54.05605343,67.6366811
54.14893325,68.37061644
54.24181306,66.43179348
54.33469288,65.78438865
54.4275727,64.53566639
54.52045251,72.36133621
54.61333233,67.61082949
54.70621215,71.39252112
54.79909196,74.16174204
54.89197178,68.46151175
54.9848516,72.35244584
55.07773142,70.21134513
55.17061123,68.13600016
55.26349105,66.53709527
55.35637087,66.69566315
55.44925068,64.84749932
55.5421305,68.43293861
55.63501032,69.14460628
55.72789013,70.50559586
55.82076995,65.52631442
55.91364977,67.12436025
56.00652958,66.51295206
56.0994094,67.89276483
56.19228922,68.57423252
56.28516904,69.5123798
56.37804885,70.52599819
56.47092867,73.56305297
56.56380849,72.15009699
56.6566883,77.60248816
56.74956812,71.33683184
56.84244794,75.26816379
56.93532775,70.75076464
57.02820757,69.8588002
57.12108739,69.45153052
57.2139672,70.13231852
57.30684702,69.64836805
57.39972684,70.22881014
57.49260665,68.96867744
57.58548647,70.19224362
57.67836629,69.67397256
57.77124611,67.5984916
57.86412592,66.84753663
57.95700574,67.44406632
58.04988556,67.49388862
58.14276537,68.42893049
58.23564519,67.24298994
58.32852501,67.70594774
58.42140482,67.30657518
58.51428464,65.54464347
58.60716446,65.93511271
58.70004427,65.10482178
58.79292409,66.19496902
58.88580391,65.37985836
58.97868372,66.05962069
59.07156354,62.71633451
59.16444336,62.33242634
59.25732318,61.23567267
59.35020299,66.37783177
59.44308281,61.54950214
59.53596263,61.85856336
59.62884244,61.88213449
59.72172226,60.85377273
59.81460208,64.76215167
59.90748189,65.97058927
60.00036171,69.13262442
60.09324153,69.53461968
60.18612134,72.16404772
60.27900116,71.20940732
60.37188098,70.30143553
60.4647608,68.22815454
60.55764061,68.45894691
60.65052043,66.67833305
60.74340025,66.14256659
60.83628006,68.29305514
60.92915988,70.35734711
61.0220397,72.48262458
61.11491951,71.17040312
61.20779933,72.13754453
61.30067915,73.57163048
61.39355896,70.20553474
61.48643878,66.62206393
61.5793186,69.34823467
61.67219841,68.81847788
61.76507823,67.42612381
61.85795805,66.71891891
61.95083787,71.61606108
62.04371768,67.06273309
62.1365975,64.72041677
62.22947732,60.98936279
62.32235713,68.9960207
62.41523695,66.73220734
62.50811677,62.89473182
62.60099658,61.37736991
62.6938764,60.38619815
62.78675622,66.41785728
62.87963603,65.6034567
62.97251585,62.44549111
63.06539567,60.99975443
63.15827549,69.60929834
63.2511553,72.04176942
63.34403512,60.87206585
63.43691494,66.97296567
63.52979475,76.91337731
63.62267457,75.6989107
63.71555439,62.57907426
63.8084342,70.94060498
63.90131402,74.40053914
63.99419384,70.66489978
64.08707365,63.25459705
64.17995347,76.30118777
64.27283329,72.98309728
64.3657131,67.07524282
64.45859292,72.83378989
64.55147274,75.09717427
64.64435256,65.16497071
64.73723237,65.3668684
64.83011219,66.85861496
64.92299201,64.45170884
65.01587182,65.52153508
65.10875164,65.82286688
65.20163146,65.94702577
65.29451127,67.6516757
65.38739109,65.9395632
65.48027091,65.02812881
65.57315072,65.70620296
65.66603054,64.36583453
65.75891036,65.73460774
65.85179017,65.44195955
65.94466999,65.20543998
66.03754981,65.23785716
66.13042963,65.52361599
66.22330944,66.01848662
66.31618926,65.79498414
66.40906908,65.67438816
66.50194889,65.70029167
66.59482871,65.5499534
66.68770853,64.7896058
66.78058834,64.9055619
66.87346816,64.6982765
66.96634798,65.87123633
67.05922779,65.84692504
67.15210761,64.22057951
67.24498743,63.67204819
67.33786725,63.5287999
67.43074706,64.23147678
67.52362688,62.849973
67.6165067,62.80490025
67.70938651,63.31631573
67.80226633,63.11918238
67.89514615,62.0002884
67.98802596,61.9483041
68.08090578,62.03199369
68.1737856,61.03833566
68.26666541,65.14495203
68.35954523,68.73569865
68.45242505,64.73909221
68.54530486,65.64481673
68.63818468,63.82596697
68.7310645,62.06881777
68.82394432,61.40427617
68.91682413,62.44753492
69.00970395,61.77973697
69.10258377,60.23647729
69.19546358,60.39323612
69.2883434,61.00910359
69.38122322,67.55751956
69.47410303,68.58221046
69.56698285,67.92738968
69.65986267,69.00878725
69.75274248,67.8774524
69.8456223,62.75278657
69.93850212,62.24385335
70.03138193,60.39192974
70.12426175,61.9026328
70.21714157,61.49699176
70.31002139,60.8568377
70.4029012,61.21704819
70.49578102,58.97223552
70.58866084,60.89484845
70.68154065,60.91516338
70.77442047,60.71113656
70.86730029,62.09469662
70.9601801,63.3639902
71.05305992,61.23533486
71.14593974,62.6949765
71.23881955,62.42648955
71.33169937,62.91320683
71.42457919,62.67837154
71.51745901,62.69510779
71.61033882,64.42685299
71.70321864,63.03235646
71.79609846,64.89872086
71.88897827,63.26410333
71.98185809,64.19483742
72.07473791,65.11781936
72.16761772,64.26509448
72.26049754,65.24824408
72.35337736,62.96589817
72.44625717,63.19396632
72.53913699,61.66801492
72.63201681,62.95004355
72.72489662,63.47179782
72.81777644,64.14737591
72.91065626,62.28485427
73.00353608,62.16140278
73.09641589,64.4889162
73.18929571,62.08587976
73.28217553,62.33571462
73.37505534,61.5250396
73.46793516,64.52658959
73.56081498,61.97496868
73.65369479,64.74348519
73.74657461,64.13525293
73.83945443,65.25645319
73.93233424,63.53890777
74.02521406,62.15328704
74.11809388,64.20842754
74.21097369,65.74885816
74.30385351,64.84090425
74.39673333,64.44689053
74.48961315,62.26055756
74.58249296,62.15142151
74.67537278,62.44617555
74.7682526,64.88676415
74.86113241,64.96290255
74.95401223,67.05150831
75.04689205,68.13955486
75.13977186,68.43858607
75.23265168,66.34238018
75.3255315,66.12115524
75.41841131,65.04398485
75.51129113,62.33168932
75.60417095,62.50840217
75.69705077,64.30022248
75.78993058,62.3421476
75.8828104,63.87266117
75.97569022,62.65964396
76.06857003,63.97411434
76.16144985,64.21476528
76.25432967,63.20027679
76.34720948,65.17056132
76.4400893,62.64640463
76.53296912,63.12968166
76.62584893,61.80447381
76.71872875,62.31543961
76.81160857,63.14446147
76.90448838,62.0441554
76.9973682,63.68009753
77.09024802,65.8105014
77.18312784,72.85405564
77.27600765,82.84341622
77.36888747,80.52373697
77.46176729,82.8888978
77.5546471,81.24103332
77.64752692,79.83363494
77.74040674,81.21868878
77.83328655,77.9414705
77.92616637,78.74017481
78.01904619,75.0709333
78.111926,75.03759704
78.20480582,75.61373646
78.29768564,73.03456823
78.39056545,74.5437503
78.48344527,73.20030197
78.57632509,72.64524173
78.66920491,72.17907099
78.76208472,72.61849732
78.85496454,72.54820552
78.94784436,71.74263708
79.04072417,70.18718649
79.13360399,70.38668114
79.22648381,70.56005121
79.31936362,70.62488095
79.41224344,68.57671897
79.50512326,67.04621248
79.59800307,67.16623241
79.69088289,69.63991729
79.78376271,67.18408719
79.87664253,68.50107405
79.96952234,67.96713807
80.06240216,67.87539925
80.15528198,68.37125263
80.24816179,67.9229225
80.34104161,68.07288586
80.43392143,66.48474159
80.52680124,67.77420462
80.61968106,67.76475923
80.71256088,67.28534729
80.80544069,67.82680291
80.89832051,65.07978469
80.99120033,64.10231092
81.08408014,66.61615369
81.17695996,65.90092734
81.26983978,67.62297386
81.3627196,67.43654444
81.45559941,65.62840524
81.54847923,64.12116005
81.64135905,63.16637137
81.73423886,62.77532423
81.82711868,62.94147953
81.9199985,63.29012033
82.01287831,62.58453339
82.10575813,63.14025828
82.19863795,63.25935459
82.29151776,62.63513513
82.38439758,62.15368272
82.4772774,62.87566291
82.57015721,61.97536371
82.66303703,61.85364783
82.75591685,63.50657829
82.84879667,63.59346166
82.94167648,63.77676896
83.0345563,64.81647239
83.12743612,62.65251712
83.22031593,63.82462702
83.31319575,63.50222002
83.40607557,63.31171951
83.49895538,63.92766617
83.5918352,64.92087707
83.68471502,65.39538414
83.77759483,67.73252835
83.87047465,65.21920586
83.96335447,67.36466744
84.05623429,67.21921261
84.1491141,66.58757496
84.24199392,68.16813885
84.33487374,66.23908036
84.42775355,67.88707142
84.52063337,68.75004406
84.61351319,69.18406474
84.706393,66.44022527
84.79927282,70.6922503
84.89215264,69.03120303
84.98503245,67.86478908
85.07791227,69.03975851
85.17079209,67.08893903
85.2636719,68.6533388
85.35655172,67.15263418
85.44943154,67.32815837
85.54231136,69.10593225
85.63519117,66.74209451
85.72807099,69.97724612
85.82095081,68.94119715
85.91383062,71.4451406
86.00671044,67.5225049
86.09959026,70.2458638
86.19247007,70.8445206
86.28534989,70.29876685
86.37822971,67.26177392
86.47110952,72.84433315
86.56398934,71.08561462
86.65686916,68.45125154
86.74974898,67.46096219
86.84262879,66.89988402
86.93550861,68.38325118
87.02838843,67.87244417
87.12126824,69.07062859
87.21414806,68.00272373
87.30702788,68.31846361
87.39990769,66.48136621
87.49278751,69.77024728
87.58566733,69.84222801
87.67854714,67.18183346
87.77142696,66.0289592
87.86430678,67.49535431
87.95718659,67.02371469
88.05006641,64.17133737
88.14294623,67.9601195
88.23582605,66.7415722
88.32870586,68.50565159
88.42158568,66.39288817
88.5144655,66.76042649
88.60734531,68.1673594
88.70022513,67.23697804
88.79310495,67.05492874
88.88598476,69.66743842
88.97886458,68.00332273
89.0717444,66.25426181
89.16462421,66.80286094
89.25750403,65.79345197
89.35038385,69.69649308
89.44326366,65.05694368
89.53614348,69.61724834
89.6290233,64.12928565
89.72190312,67.38136144
89.81478293,65.38891385
89.90766275,63.95297009
90.00054257,67.13096517
90.09342238,63.65964722
90.1863022,64.79466745
90.27918202,65.83064591
90.37206183,66.58031923
90.46494165,66.57157369
90.55782147,67.13687453
90.65070128,66.24737849
90.7435811,66.52423581
90.83646092,66.8962406
90.92934074,64.76840221
91.02222055,65.89349968
91.11510037,66.7755068
91.20798019,67.08963763
91.30086,69.06874262
91.39373982,68.49246001
91.48661964,65.92038685
91.57949945,65.46227312
91.67237927,65.22125235
91.76525909,65.1144438
91.8581389,65.37910669
91.95101872,66.71536619
92.04389854,66.64071213
92.13677835,65.66005255
92.22965817,65.30837154
92.32253799,67.14537036
92.41541781,65.70141702
92.50829762,66.56222982
92.60117744,64.2868644
92.69405726,64.33684976
92.78693707,64.30706937
92.87981689,65.09110156
92.97269671,67.64761548
93.06557652,63.95132948
93.15845634,69.67993122
93.25133616,69.15918876
93.34421597,63.2838134
93.43709579,72.57346793
93.52997561,69.45718976
93.62285542,64.46116292
93.71573524,65.69316625
93.80861506,67.76045729
93.90149488,66.7351551
93.99437469,73.18515724
94.08725451,63.88968483
94.18013433,64.22798291
94.27301414,66.30394147
94.36589396,66.13869673
94.45877378,68.23694505
94.55165359,64.0976052
94.64453341,68.72529874
94.73741323,71.1811075
94.83029304,65.90131087
94.92317286,70.09343993
95.01605268,67.47466844
95.1089325,66.74895305
95.20181231,65.43877047
95.29469213,68.19820877
95.38757195,64.73845737
95.48045176,66.46827896
95.57333158,65.71310947
95.6662114,66.24535649
95.75909121,73.74391202
95.85197103,69.34158586
95.94485085,64.76234229
96.03773066,72.39211248
96.13061048,66.27441028
96.2234903,65.42836801
96.31637011,64.53587242
96.40924993,65.86239611
96.50212975,64.91424407
96.59500957,70.09839775
96.68788938,65.35140979
96.7807692,64.99516181
96.87364902,65.09634675
96.96652883,65.71738257
97.05940865,65.59670301
97.15228847,67.66827827
97.24516828,71.78179452
97.3380481,68.63450477
97.43092792,65.20679542
97.52380773,65.16399713
97.61668755,65.73499865
97.70956737,65.28692696
97.80244718,64.24897833
97.895327,64.97843561
97.98820682,62.97070682
98.08108664,65.65643625
98.17396645,65.08203913
98.26684627,64.56154474
98.35972609,64.82873087
98.4526059,62.8630977
98.54548572,65.35819919
98.63836554,65.60798228
98.73124535,67.81908119
98.82412517,66.23841064
98.91700499,65.96373857
99.0098848,66.22029167
99.10276462,67.05214607
99.19564444,65.88471878
99.28852426,63.3381484
99.38140407,63.99707651
99.47428389,63.95266962
99.56716371,65.32049661
99.66004352,66.75900022
99.75292334,66.13572139
99.84580316,71.00677943
99.93868297,70.8793938
100.0315628,67.30185841
100.1244426,74.46314563
100.2173224,73.73155015
100.3102022,73.26437203
100.4030821,73.42462181
100.4959619,68.40890159
100.5888417,67.14631028
100.6817215,69.89682518
100.7746013,63.42403129
100.8674811,71.09827411
100.960361,67.14366187
101.0532408,66.22616344
101.1461206,64.58535443
101.2390004,63.56687801
101.3318802,65.13788086
101.42476,62.00511232
101.5176399,66.99742917
101.6105197,65.55401823
101.7033995,71.71755115
101.7962793,68.17495847
101.8891591,69.70585604
101.9820389,72.99949406
102.0749188,67.28412158
102.1677986,67.72190263
102.2606784,68.52166648
102.3535582,66.66094961
102.446438,65.7140717
102.5393178,69.30864716
102.6321977,69.15376559
102.7250775,67.97093754
102.8179573,66.58447896
102.9108371,64.83485917
103.0037169,65.15919728
103.0965967,65.47627147
103.1894766,67.59823409
103.2823564,69.49080261
103.3752362,66.91056434
103.468116,69.58531929
103.5609958,69.18875623
103.6538756,66.83323137
103.7467555,69.36543771
103.8396353,68.74598827
103.9325151,70.70743696
104.0253949,71.67621118
104.1182747,69.44916405
104.2111546,66.05465186
104.3040344,65.43981518
104.3969142,65.43742583
104.489794,65.23335172
104.5826738,65.56293513
104.6755536,67.31481949
104.7684335,65.63350529
104.8613133,65.83825925
104.9541931,67.66761815
105.0470729,68.96460097
105.1399527,66.47124479
105.2328325,64.38950608
105.3257124,64.41428959
105.4185922,64.36150531
105.511472,65.06861763
105.6043518,65.9218734
105.6972316,64.48391007
105.7901114,65.6592724
105.8829913,66.41710491
105.9758711,65.83059049
106.0687509,72.50971892
106.1616307,75.18802766
106.2545105,67.72408675
106.3473903,66.59943111
106.4402702,67.23093952
106.53315,67.10531083
106.6260298,69.37766026
106.7189096,68.0284311
106.8117894,68.60936562
106.9046692,68.05958145
106.9975491,66.95394379
107.0904289,66.56850641
107.1833087,69.05272319
107.2761885,70.94770292
107.3690683,67.55536634
107.4619481,71.50041066
107.554828,71.51303803
107.6477078,69.92128005
107.7405876,67.52490266
107.8334674,66.20119999
107.9263472,69.8809295
108.019227,69.65637888
108.1121069,65.49594237
108.2049867,65.34405098
108.2978665,63.51071915
